Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
6/30/2011,4851900,248.08,248.08,248.08,251.25,253.59,251,253.44
7/1/2011,7266100,252.32,252.32,252.32,253.62,260.85,253.44,260.78
7/5/2011,7690700,257.04,257.04,257.04,262.91,267.97,262.91,266.49
7/6/2011,5385800,260.68,260.68,260.68,267.02,269.52,266.79,267.95
7/7/2011,7863100,264.97,264.97,264.97,270.77,275.62,268.21,273.57
7/8/2011,9530800,265.4,265.4,265.4,266.74,269.09,263.9,266.26
7/11/2011,5672900,264.9,264.9,264.9,264.35,268.26,263.01,263.9
7/12/2011,5676700,265.69,265.69,265.69,264.34,269.98,263.26,267.27
7/13/2011,5574800,266.93,266.93,266.93,268.77,272.27,268.51,269.4
7/14/2011,13285700,266.2,266.2,266.2,269.83,271.27,263.63,264.73
7/15/2011,27436700,277.17,277.17,277.17,299.05,300.43,294.37,299.11
7/18/2011,8927600,284.03,284.03,284.03,296.54,301.33,296.3,297.77
7/19/2011,5929000,289.88,289.88,289.88,298.37,302.64,298.06,301.58
7/20/2011,4451100,292.58,292.58,292.58,301.39,301.72,297.97,297.97
7/21/2011,6932000,296.32,296.32,296.32,297.31,304.33,297.3,303.8
7/22/2011,7049300,300.69,300.69,300.69,303,310.06,302.44,309.42
7/25/2011,6256900,303.72,303.72,303.72,306.99,313.02,306.81,309.8
7/26/2011,4681100,306.34,306.34,306.34,309.33,314.06,308.92,311.57
7/27/2011,7860900,305.53,305.53,305.53,308.9,310.79,302.68,303.91
7/28/2011,6210500,305.61,305.61,305.61,302.9,308.3,301.8,305.78
7/29/2011,8266500,304.46,304.46,304.46,302.42,307.79,302.15,302.15
8/1/2011,7924200,304.2,304.2,304.2,305.92,308.06,299.89,303.69
8/2/2011,6394700,301.63,301.63,301.63,303.3,305.14,296.08,296.5
8/3/2011,7643700,301.39,301.39,301.39,297.43,301.8,292.11,300.89
8/4/2011,9819300,297.27,297.27,297.27,297.55,299.72,289.02,289.05
8/5/2011,11846300,294.79,294.79,294.79,291.56,295.3,281.28,289.81
8/8/2011,14978200,287.62,287.62,287.62,281.77,284.78,272.45,273.28
8/9/2011,12926400,287.41,287.41,287.41,280.78,287.59,270.78,286.99
8/10/2011,10728400,283.2,283.2,283.2,280.97,282.34,274.14,274.78
